"comid","year","PET","ET","NPP"
24126059,2022,114.7294921875,77.3816528320312,0.705713450908661
24126059,2023,114.450805664062,76.5685653686523,0.779977977275848
24126061,2022,115.162437438965,78.2302551269531,0.706496775150299
24126061,2023,114.936134338379,77.4072189331055,0.780274510383606
24126203,2022,95.5917053222656,55.315616607666,0.635766923427582
24126203,2023,95.0917663574219,53.2860946655273,0.725415706634521
24126251,2022,111.612037658691,45.700798034668,0.594040215015411
24126251,2023,108.556869506836,46.6901092529297,0.673585593700409
24126315,2022,117.593368530273,39.7076110839844,0.532596290111542
24126315,2023,113.81583404541,40.9463424682617,0.596566021442413
24126327,2022,117.197067260742,39.1665840148926,0.531168103218079
24126327,2023,113.383613586426,40.4192123413086,0.59622323513031
24126399,2022,128.436080932617,28.0316791534424,0.27258163690567
24126399,2023,124.807945251465,28.0344085693359,0.235323488712311
24126427,2022,127.964714050293,29.008617401123,0.295604914426804
24126427,2023,123.080421447754,28.7704029083252,0.275051385164261
24126443,2022,126.42512512207,30.0717868804932,0.35576269030571
24126443,2023,120.132118225098,29.640739440918,0.351768732070923
24126487,2022,121.76628112793,32.3823585510254,0.412504762411118
24126487,2023,116.77042388916,33.0589942932129,0.430659234523773
24126509,2022,118.703414916992,34.1535415649414,0.473337143659592
24126509,2023,113.710693359375,35.0117454528809,0.506492257118225
24126823,2022,92.4877014160156,52.8546295166016,0.592017233371735
24126823,2023,92.4019546508789,52.1276435852051,0.664447784423828
24131037,2022,115.564819335938,40.4873733520508,0.511320948600769
24131037,2023,112.681632995605,41.2936668395996,0.580168068408966
24131135,2022,121.118118286133,36.485912322998,0.411024242639542
24131135,2023,116.924026489258,36.8434715270996,0.477553129196167
24415028,2022,122.210060119629,62.4632148742676,0.524919271469116
24415028,2023,123.611335754395,62.1792373657227,0.570006549358368
24422669,2022,114.819801330566,49.862361907959,0.566177785396576
24422669,2023,111.382202148438,49.8351516723633,0.644603192806244
24422713,2022,110.038650512695,46.5666198730469,0.552964627742767
24422713,2023,106.441246032715,46.6283683776855,0.635768890380859
24422823,2022,104.375663757324,49.9100151062012,0.633607923984528
24422823,2023,101.669944763184,49.9632339477539,0.727145850658417
24422831,2022,102.70393371582,51.766429901123,0.668693959712982
24422831,2023,100.571586608887,51.5981254577637,0.77227646112442
24422871,2022,105.529075622559,50.4334716796875,0.596641361713409
24422871,2023,102.491020202637,50.8735656738281,0.707233667373657
24422873,2022,105.920532226562,49.814136505127,0.567653715610504
24422873,2023,102.710426330566,50.1263122558594,0.677483201026917
24422913,2022,105.748916625977,47.6990966796875,0.528568685054779
24422913,2023,102.499519348145,47.4677925109863,0.620628535747528
24422975,2022,112.250617980957,54.2890853881836,0.606272637844086
24422975,2023,109.772521972656,53.9605178833008,0.698392510414124
24422999,2022,113.76741027832,56.8363990783691,0.610471963882446
24422999,2023,111.599510192871,56.4779624938965,0.707857489585876
24423139,2022,110.407646179199,40.8161201477051,0.347157895565033
24423139,2023,104.846366882324,40.7499198913574,0.426138430833817
24423157,2022,110.881576538086,41.0198516845703,0.419751554727554
24423157,2023,106.12516784668,40.5071105957031,0.499843925237656
24423233,2022,116.840843200684,49.2854804992676,0.568738460540771
24423233,2023,113.74388885498,48.9798889160156,0.642751634120941
24423245,2022,116.5869140625,51.6159591674805,0.588973104953766
24423245,2023,113.785163879395,51.1695098876953,0.670119345188141
24423325,2022,108.413635253906,45.3926277160645,0.582362771034241
24423325,2023,106.262557983398,45.6616401672363,0.697071254253387
24423347,2022,108.55037689209,46.0713882446289,0.570377290248871
24423347,2023,106.460830688477,45.5699882507324,0.689709722995758
24423357,2022,109.519729614258,43.8660736083984,0.485547602176666
24423357,2023,106.48908996582,42.660945892334,0.568415999412537
24423359,2022,109.51082611084,43.7623329162598,0.480790913105011
24423359,2023,106.474327087402,42.455005645752,0.563376724720001
24423421,2022,109.484298706055,44.2014007568359,0.539043486118317
24423421,2023,106.922576904297,43.2586936950684,0.618953585624695
24423479,2022,129.650588989258,47.3600425720215,0.464601427316666
24423479,2023,125.148025512695,48.2669486999512,0.492033094167709
24423517,2022,119.892715454102,36.6077919006348,0.422761976718903
24423517,2023,114.917121887207,37.1984596252441,0.460947871208191
24423623,2022,110.197090148926,44.2440490722656,0.631421089172363
24423623,2023,107.035614013672,44.4867782592773,0.694223463535309
24423655,2022,116.144371032715,39.2111320495605,0.500725924968719
24423655,2023,111.730804443359,39.5400199890137,0.5497967004776
24423673,2022,112.394088745117,42.2273406982422,0.55833375453949
24423673,2023,108.867530822754,42.1614646911621,0.627167165279388
24423679,2022,111.63240814209,43.6203765869141,0.559837460517883
24423679,2023,108.424102783203,42.8543663024902,0.640952289104462
24423897,2022,106.761360168457,48.300106048584,0.676295936107635
24423897,2023,104.142044067383,48.5453681945801,0.762907266616821
24424703,2022,113.93138885498,40.8770484924316,0.553808212280273
24424703,2023,109.795890808105,41.3876152038574,0.608965396881104
24424705,2022,118.563705444336,36.763671875,0.465152680873871
24424705,2023,112.654365539551,37.2050476074219,0.509204864501953
24424753,2022,112.866996765137,42.5186233520508,0.60696667432785
24424753,2023,109.249923706055,43.5800628662109,0.657540023326874
24424869,2022,109.125396728516,42.5739250183105,0.571180999279022
24424869,2023,106.227745056152,42.0547866821289,0.647531270980835
24425579,2022,113.672103881836,48.6548538208008,0.561070203781128
24425579,2023,110.22533416748,48.6156921386719,0.639988601207733
24505800,2022,102.861953735352,56.0061378479004,0.667958676815033
24505800,2023,103.215873718262,59.2111320495605,0.784070551395416
24526798,2022,120.962615966797,60.9398536682129,0.800471365451813
24526798,2023,120.155113220215,59.4471740722656,0.817684352397919
24526862,2022,109.158988952637,64.2987747192383,0.948883771896362
24526862,2023,111.564712524414,60.1510353088379,0.887252628803253
904020533,2022,193.647827148438,170.517669677734,1.17633664608002
904020533,2023,196.684906005859,171.458389282227,1.19551777839661
933160077,2022,166.312026977539,86.577262878418,0.571228921413422
933160077,2023,164.018936157227,93.7954940795898,0.627137660980225
947020557,2022,122.084930419922,62.4456558227539,0.525103092193604
947020557,2023,123.482406616211,62.1583786010742,0.57040798664093
947020558,2022,122.038360595703,62.4760055541992,0.525442063808441
947020558,2023,123.433906555176,62.1856460571289,0.570856153964996
947030105,2022,133.87516784668,56.1065635681152,0.511014819145203
947030105,2023,131.792587280273,56.8214836120605,0.539970755577087
947030106,2022,133.6103515625,55.9585113525391,0.510851621627808
947030106,2023,131.492370605469,56.6906623840332,0.540235459804535
947030170,2022,104.453140258789,46.6676979064941,0.521970450878143
947030170,2023,102.95645904541,46.4107208251953,0.590685248374939
947030171,2022,104.611328125,46.442497253418,0.524085879325867
947030171,2023,103.069618225098,46.2167778015137,0.591997146606445
