"comid","PET_2021_mm_yr","ET_2021_mm_yr","NPP_2021_kgC_m2_yr"
9680956,363.752136230469,315.284088134766,1.84109878540039
9693728,156.533432006836,85.8488311767578,0.68962037563324
10247687,179.845901489258,87.9201812744141,0.774615705013275
10389524,287.722961425781,186.190124511719,0.993420600891113
10664258,177.825637817383,60.2041244506836,0.528539180755615
11323962,225.951782226562,43.4803504943848,0.211277365684509
11574664,150.902938842773,85.5282287597656,0.784158527851105
11689186,577.885131835938,569.006225585938,2.90119671821594
11722717,168.189453125,30.9205932617188,0.276724874973297
12058092,136.92887878418,87.3236083984375,1.01770985126495
12890609,157.939376831055,31.8627243041992,0.198060780763626
13204443,124.076560974121,84.5605926513672,0.694624602794647
13294176,107.587997436523,59.6346893310547,0.595043361186981
13571661,119.26879119873,68.0973358154297,0.455616384744644
13633173,112.584381103516,65.2094192504883,0.594407379627228
14347322,177.392730712891,108.625930786133,0.893333375453949
14353056,178.111175537109,109.670379638672,0.896073400974274
15096243,155.97966003418,96.7392654418945,0.736590027809143
15140491,152.379379272461,90.8932723999023,0.711544871330261
15612718,120.934417724609,67.0361328125,0.533933341503143
15890430,255.913345336914,57.2482070922852,0.391768276691437
15903137,256.521118164062,59.2121047973633,0.404223203659058
17416738,128.520782470703,62.005241394043,0.485991775989532
17461568,153.758743286133,33.6089744567871,0.239173009991646
17808622,182.213470458984,36.2044334411621,0.381202757358551
17819084,180.438980102539,34.3055953979492,0.373282968997955
17827558,183.091613769531,32.2602424621582,0.43977352976799
18208464,155.110473632812,95.2483901977539,0.699094116687775
18208882,152.162811279297,94.4354629516602,0.784489214420319
18211220,171.535293579102,109.867721557617,0.899311065673828
18548456,165.763168334961,102.952537536621,0.825991570949554
18566327,239.468551635742,181.186569213867,1.29244482517242
18841314,142.184875488281,67.0589904785156,0.457951456308365
18841358,142.760375976562,64.4799041748047,0.455496311187744
19088319,148.066711425781,65.2834396362305,0.522891521453857
19710385,143.124435424805,77.8637313842773,0.923167645931244
20440650,230.915069580078,22.2266063690186,0.271786451339722
20815146,182.925323486328,34.3042907714844,0.573802828788757
22048111,197.991333007812,31.8456630706787,0.382276654243469
22050323,189.080841064453,34.6155281066895,0.555281937122345
22125024,143.421966552734,76.9944305419922,0.923506796360016
22125640,218.752975463867,161.401336669922,1.22174310684204
22144520,150.987838745117,72.4717559814453,0.729599833488464
22160728,156.426666259766,87.6543273925781,0.941930532455444
22290155,105.152641296387,66.0001220703125,0.929834008216858
22290173,117.496734619141,80.1281127929688,0.952517926692963
22337975,356.446929931641,323.781951904297,1.81814181804657
22339187,154.135498046875,101.173370361328,0.840683817863464
22559686,236.656921386719,24.9645385742188,0.215070277452469
22563070,479.615356445312,406.253051757812,2.13451910018921
22848175,173.519165039062,54.760440826416,0.456097334623337
23027050,115.058479309082,50.7843894958496,0.376958638429642
23099678,138.193740844727,53.2722473144531,0.504916548728943
23099694,137.094711303711,56.138370513916,0.535124957561493
23099844,135.771194458008,57.1806945800781,0.547834753990173
23099862,130.263000488281,53.133602142334,0.538419246673584
23099884,140.608993530273,55.546199798584,0.544412016868591
23100020,125.51390838623,34.6505126953125,0.4206483066082
23100162,120.174018859863,38.2322540283203,0.512704610824585
23100180,118.523727416992,40.1389350891113,0.548293173313141
23100200,117.47940826416,36.726448059082,0.542683362960815
23100242,134.256286621094,27.8762741088867,0.302205115556717
23100328,130.793563842773,29.9599990844727,0.350811541080475
23100338,128.495376586914,31.5626735687256,0.385535717010498
23100398,128.321823120117,32.4718589782715,0.435187160968781
23100404,126.778480529785,33.8631553649902,0.467792987823486
23100408,128.940216064453,29.7488765716553,0.376951634883881
23100428,125.477897644043,37.1062088012695,0.521128594875336
23100434,124.51929473877,42.0745506286621,0.566261172294617
23100608,129.645431518555,31.4776020050049,0.463532686233521
23103496,123.360748291016,33.6051254272461,0.475907653570175
23105314,127.38875579834,31.9597244262695,0.451842159032822
23302298,166.187515258789,32.9237861633301,0.260870486497879
23382303,146.67106628418,42.2927169799805,0.361360311508179
23398865,151.278839111328,38.7483291625977,0.318751484155655
23459937,160.556823730469,70.8801727294922,0.505731225013733
23459939,160.449234008789,70.0663681030273,0.503932178020477
23700305,144.090026855469,60.8312568664551,0.571680784225464
23700413,145.285919189453,53.4392242431641,0.646683931350708
23700493,163.70344543457,88.7907485961914,0.869426965713501
23700569,127.907409667969,44.9998359680176,0.70010244846344
23700583,133.163177490234,53.4302444458008,0.68792062997818
23700639,124.406341552734,47.269905090332,0.726402461528778
23706200,137.513580322266,41.0572967529297,0.57639092206955
23713956,144.351669311523,28.770486831665,0.243311330676079
23718705,141.135986328125,37.7266044616699,0.391535371541977
23719673,144.354904174805,39.7672538757324,0.405521750450134
23732545,137.507415771484,27.4115753173828,0.276302248239517
23737123,304.912872314453,264.711364746094,1.61685287952423
23751778,128.941421508789,67.593994140625,0.84773713350296
23759228,121.85669708252,65.8893890380859,0.905622839927673
23762877,131.029052734375,72.8731079101562,0.876890122890472
23762881,114.345336914062,66.7628402709961,0.997052192687988
23763009,133.110992431641,74.071907043457,0.872515320777893
23763337,131.585311889648,71.3780822753906,0.852484703063965
23772789,132.044570922852,67.7102355957031,0.762043058872223
23772801,132.1923828125,67.7635803222656,0.76091068983078
23772889,124.172218322754,41.3603324890137,0.490504622459412
23772909,134.256698608398,71.3559951782227,0.779085457324982
23773405,119.869804382324,61.2268142700195,0.769528269767761
23773411,117.990669250488,61.9440956115723,0.781439602375031
23773423,117.419761657715,63.2740249633789,0.769923508167267
23773429,117.079498291016,61.5199012756348,0.762424886226654
23773463,124.654655456543,39.4827575683594,0.44316691160202
23773469,120.54808807373,40.9526176452637,0.560907244682312
23773487,115.266723632812,62.0833129882812,0.90577644109726
23774155,119.617706298828,43.8644485473633,0.664819538593292
23774225,124.028182983398,40.8032455444336,0.522301971912384
23774923,124.878440856934,39.5078315734863,0.447963297367096
23815040,131.290969848633,75.4093170166016,0.867913663387299
23871899,101.059211730957,61.643627166748,1.00307130813599
23955772,111.657089233398,72.4321517944336,0.73045414686203
24125037,131.914672851562,51.449333190918,0.49307569861412
24125115,125.394927978516,49.8080253601074,0.506258130073547
24125193,122.885223388672,53.3058776855469,0.552015125751495
24125421,117.472938537598,56.530590057373,0.597030520439148
24125567,114.282760620117,64.8553237915039,0.637694835662842
24125633,111.370658874512,44.7014656066895,0.521936357021332
24125699,102.611602783203,43.6710433959961,0.493961125612259
24125729,99.9148941040039,45.5594825744629,0.54680323600769
24125789,115.270179748535,73.4746170043945,0.675719499588013
24125811,109.944381713867,69.0712203979492,0.591416537761688
24125859,92.970085144043,52.1422424316406,0.482258945703506
24125873,93.3303451538086,50.9475326538086,0.460968732833862
24125883,94.9241714477539,49.2126693725586,0.443238914012909
24125945,91.4883575439453,52.7302093505859,0.459776371717453
24125999,92.5714340209961,56.9228706359863,0.51335197687149
24126011,92.9787445068359,57.9850654602051,0.500011622905731
24126041,89.9460983276367,51.5238914489746,0.562091946601868
24126059,117.348182678223,77.0663833618164,0.733099639415741
24126061,117.762321472168,77.9352340698242,0.733784198760986
24126203,98.4837341308594,52.7285346984863,0.656388938426971
24126251,115.225486755371,45.1001892089844,0.612770795822144
24126315,121.291175842285,38.1027297973633,0.540583670139313
24126327,120.862281799316,37.5899658203125,0.539574265480042
24126399,137.633255004883,23.8780956268311,0.201739698648453
24126427,134.471313476562,25.0023670196533,0.253227978944778
24126443,129.729476928711,26.8041439056396,0.347369015216827
24126487,126.736656188965,29.2555980682373,0.39001053571701
24126509,122.191268920898,31.6303462982178,0.469291031360626
24126823,95.6686782836914,53.1293144226074,0.619600176811218
24131037,120.771217346191,38.8289566040039,0.525072753429413
24131135,126.531898498535,32.8537216186523,0.408704459667206
24415028,127.058235168457,55.2533378601074,0.498995095491409
24422669,117.67179107666,48.6848373413086,0.609099507331848
24422713,112.258110046387,46.0628242492676,0.609304547309875
24422823,106.726188659668,50.2421531677246,0.670592248439789
24422831,105.358093261719,52.0389060974121,0.711275815963745
24422871,107.628219604492,50.9499969482422,0.648613095283508
24422873,107.917938232422,49.9102630615234,0.618108987808228
24422913,107.303695678711,46.0623817443848,0.569492638111115
24422975,114.92244720459,53.5621643066406,0.665495455265045
24422999,116.660377502441,55.3671379089355,0.660041868686676
24423139,110.896873474121,40.6328659057617,0.50061708688736
24423157,112.080001831055,40.5205383300781,0.535825729370117
24423233,120.888000488281,46.7277908325195,0.587163031101227
24423245,120.557182312012,49.1754112243652,0.612034678459167
24423325,112.658660888672,42.821418762207,0.6140016913414
24423347,113.159950256348,43.6358337402344,0.606825053691864
24423357,113.119758605957,41.2558441162109,0.519169986248016
24423359,113.09366607666,41.0779151916504,0.514440774917603
24423421,113.540191650391,41.4596748352051,0.559451699256897
24423479,135.391326904297,44.2792701721191,0.444219678640366
24423517,125.059158325195,32.8090286254883,0.407238125801086
24423623,114.220344543457,43.0089721679688,0.651725292205811
24423655,120.181869506836,35.9333877563477,0.503052234649658
24423673,116.007095336914,38.8461990356445,0.576592087745667
24423679,115.453262329102,39.5206184387207,0.578761279582977
24423897,109.760917663574,49.929141998291,0.70773983001709
24424703,117.065010070801,37.7940444946289,0.563987493515015
24424705,122.060493469238,32.9641876220703,0.456864386796951
24424753,116.31046295166,40.4209442138672,0.617058336734772
24424869,113.062164306641,39.1169509887695,0.585247397422791
24425579,116.51188659668,47.4790344238281,0.604443609714508
24505800,108.089294433594,56.4778747558594,0.73198789358139
24526798,125.430313110352,58.6726493835449,0.801712572574615
24526862,116.259895324707,64.887092590332,0.953349769115448
904020533,198.438369750977,172.996734619141,1.18393349647522
933160077,161.639892578125,97.6539916992188,0.781995713710785
947020557,126.873764038086,55.2104225158691,0.499335080385208
947020558,126.797187805176,55.2358093261719,0.499808430671692
947030105,140.083557128906,53.8055686950684,0.502567172050476
947030106,139.763290405273,53.6851272583008,0.502776265144348
947030170,108.633163452148,44.542293548584,0.53958523273468
947030171,108.795783996582,44.3161163330078,0.54115879535675
