"comid","PET_mean","NPP_mean"
23100398,123.566716084638,0.495059965095986
23100404,122.382445248831,0.531611969205835
23100408,123.809364091038,0.419265655737705
23100428,121.423886903029,0.5918767
23100434,120.683062697478,0.629760932721713
23100608,124.598201918266,0.529561596244131
23103496,120.157427934873,0.513151334745763
23105314,122.570619181119,0.508388615384615
23302298,162.908021827366,0.308297391304348
23382303,144.608357269902,0.437683952330668
23398865,149.824211649851,0.367777642727834
23459937,156.988742307289,0.588668613770251
23459939,157.008455035085,0.586347021466906
23700305,142.555051549513,0.627262826492538
23700413,141.035134797192,0.687892098688181
23700493,158.976062343023,0.887759322550403
23700569,122.680152534646,0.727359274924471
23700583,129.22746077158,0.700981123348018
23700639,119.998158294633,0.737394363905326
23706200,132.804864006736,0.616763811458247
23713956,140.901604458165,0.272339286649517
23718705,137.51331058461,0.43111258055932
23719673,140.982261118295,0.44201201392998
23732545,133.50315103537,0.309087281842322
23737123,307.57635559292,1.65216096330275
23751778,124.20422330631,0.895548746669623
23759228,116.517297996781,0.938556940235691
23762877,126.156105641027,0.921201079870592
23762881,109.785518169776,0.968736301798279
23763009,128.213162568028,0.924649889401335
23763337,126.688081488138,0.913752841465336
23772789,127.447452084733,0.870343316326533
23772801,127.60237074422,0.870047953684332
23772889,112.966789698222,0.883717678571429
23772909,130.305817470987,0.86665255820837
23773405,114.819136763845,0.835851921515561
23773411,114.141247600058,0.837745628019324
23773423,113.375283028944,0.82498
23773429,112.220617262359,0.816655850515464
23773463,113.901439291058,0.827984696969697
23773469,111.239189220835,0.873032928039702
23773487,109.108538101607,0.922752679372197
23774155,111.222653007507,0.89087
23774225,113.928778610229,0.8620395
23774923,114.891005620089,0.862201306818182
23815040,126.829585954079,0.909227608879838
23871899,96.3391267298261,0.976587917882272
23955772,109.845982562565,0.737184788005915
24125037,128.90605132402,0.520286241756501
24125115,122.664690226299,0.532072728909067
24125193,120.349026137034,0.576827369213335
24125421,114.850698652095,0.617202021250909
24125567,111.466816908371,0.651288680524516
24125633,108.840800493517,0.558310881828979
24125699,100.357759867954,0.537140178907721
24125729,97.1636532609568,0.602132704402516
24125789,112.166171323048,0.676530237338308
24125811,107.256788519873,0.592958018292683
24125859,90.4198990882711,0.47976039344816
24125873,90.9836971877592,0.456011455039526
24125883,92.5871886585605,0.440199795698925
24125945,89.2750758260898,0.452240523809524
24125999,89.5218760709834,0.510802744360902
24126011,89.9442434688303,0.497878217468806
24126041,87.1284955691447,0.552974292035398
24126059,113.973034367396,0.732103532261614
24126061,114.372779431618,0.732449779645613
24126203,94.8152399431451,0.669833374760994
24126251,112.899031486386,0.629953337704918
24126315,118.837156886836,0.565959967765043
24126327,118.463753503924,0.565440220102715
24126399,132.731759899102,0.252619066882416
24126427,130.164279843221,0.296889911504425
24126443,126.807146012938,0.377093051948052
24126487,122.656505778315,0.44408537817552
24126509,119.350858778092,0.503153964577657
24126823,90.688290942799,0.621891818181818
24131037,118.330469304215,0.578608403409091
24131135,124.412186326424,0.478588014753047
24415028,129.174714956827,0.563480500452617
24422669,114.787548950409,0.631615404548954
24422713,109.079357799262,0.632107727554729
24422823,103.875788438734,0.686568362561952
24422831,102.463204583883,0.700375744400527
24422871,104.856620173361,0.692741225490196
24422873,105.104217462954,0.681606304347826
24422913,104.761387034747,0.595094098360656
24422975,112.018489520082,0.648160765673176
24422999,113.78298910301,0.639588216129032
24423139,106.63848663719,0.554609720873786
24423157,108.640406821737,0.57237207388749
24423233,118.552200294835,0.607280067385444
24423245,118.294627793674,0.630505868007396
24423325,110.030669556688,0.621080704697987
24423347,110.322418012619,0.623052597222222
24423357,110.173855300619,0.564617414040115
24423359,110.12984467117,0.561543957100592
24423421,111.180424443678,0.568952743153919
24423479,132.164612016137,0.47973707003335
24423517,122.391231206582,0.437408163565132
24423623,111.570594281056,0.67565881147541
24423655,117.669829664943,0.528811812386157
24423673,114.058756438035,0.593503333333333
24423679,113.915040962064,0.582944285714286
24423897,107.084321833152,0.707577024221454
24424703,114.386592213557,0.599322769230769
24424705,119.077116897258,0.492679361702128
24424753,114.58890667216,0.646770133333333
24424869,110.694752449213,0.589437558139535
24425579,113.585910381967,0.626664065057649
24505800,102.015094901775,0.7844525
24526798,119.980644939246,0.870490481353312
24526862,108.75592326355,0.9393157
904020533,197.155200779812,1.17011557721669
933160077,166.683852174219,0.545807013438509
947020557,129.050180693535,0.563789139118863
947020558,129.002123607707,0.564179828126872
947030105,136.91588836268,0.535368538820248
947030106,136.600897651782,0.535434170617823
947030170,106.064168213546,0.57878966083151
947030171,106.2098904644,0.580249598108747
